Crude Oil Price,Price Year-Month,Accident Year,Accident Year-Month,Accident Date,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
70.91,2010-05,2010,2010-05,2010-05-29,"PLAINS PIPELINE, L.P.",ELLIS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,CUSHING,LINCOLN,OK,35.93019,-96.74132,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,85.0,0.0,85.0,0.0,NO,NO,YES,5/29/2010 17:50,5/29/2010 20:45,0.0,0.0,12000.0,0.0,30000.0,21000.0,8000.0,71000.0
70.91,2010-05,2010,2010-05,2010-05-31,COLONIAL PIPELINE CO,SPARTANBURG DELIVERY FACILITY,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,SPARTANBURG,SPARTANBURG,SC,34.918009999999995,-81.87401,CORROSION,EXTERNAL,1.29,0.0,1.29,0.0,NO,NO,YES,5/31/2010 10:00,6/1/2010 0:01,0.0,12000.0,58.0,0.0,0.0,10000.0,0.0,22058.0
70.77,2010-06,2010,2010-06,2010-06-01,CHEVRON PIPE LINE CO,SAN JOAQUIN VALLEY CRUDE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,MCKITTRICK,KERN,CA,35.467203000000005,-119.70399099999999,CORROSION,EXTERNAL,508.0,0.0,500.0,8.0,NO,NO,YES,6/1/2010 10:05,2/12/2011 11:30,0.0,59400.0,600.0,0.0,40000.0,50000.0,0.0,150000.0
70.77,2010-06,2010,2010-06,2010-06-01,ENTERPRISE PRODUCTS OPERATING LLC,"4"" PORT ARTHUR REFINERY GRADE BUTANE",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,DAYTON,LIBERTY,TX,29.88878,-94.84975,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1.0,0.0,0.0,1.0,NO,NO,YES,6/1/2010 12:46,6/9/2010 20:00,0.0,150.0,0.0,0.0,0.0,0.0,0.0,150.0
70.77,2010-06,2010,2010-06,2010-06-03,CONOCOPHILLIPS,MX-20,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,GOLDSMITH,ECTOR,TX,31.98743,-102.63968,CORROSION,EXTERNAL,4618.0,0.0,0.0,4618.0,NO,NO,YES,6/3/2010 19:13,6/8/2010 17:30,0.0,65262.0,199000.0,0.0,40000.0,0.0,0.0,304262.0
70.77,2010-06,2010,2010-06,2010-06-03,ONEOK NGL PIPELINE LP,STERLING 2 PIPELINE/HAMMETT BOOSTER ,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE PROPANE MIX,MCCLOUD,LINCOLN,OK,35.55441,-97.10413,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,11.0,68.0,0.0,11.0,NO,NO,YES,6/3/2010 20:21,6/4/2010 15:15,0.0,1500.0,199.0,0.0,155.0,0.0,0.0,1854.0
70.77,2010-06,2010,2010-06,2010-06-04,"KOCH PIPELINE COMPANY, L.P.","MINNESOTA PL 4, ALBANY STATION",ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,ALBANY,STEARNS,MN,45.672992,-94.593917,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.9,0.0,0.0,1.9,NO,NO,YES,6/4/2010 11:25,6/4/2010 16:30,0.0,3000.0,141.0,0.0,7600.0,0.0,3000.0,13741.0
70.77,2010-06,2010,2010-06,2010-06-05,CITGO PRODUCTS PIPELINE CO,CITGO - CASA PIPELINE SYSTEM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,VICTORIA,VICTORIA,TX,28.85030001,-97.00220001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,0.0,2.0,0.0,NO,NO,YES,6/5/2010 10:31,6/5/2010 19:45,0.0,88506.0,252.0,10000.0,2000.0,50000.0,0.0,150758.0
70.77,2010-06,2010,2010-06,2010-06-07,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,GRENORA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,GRENORA,WILLIAMS,ND,48.720364000000004,-101.20851,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.0,1.0,0.0,NO,NO,YES,6/7/2010 8:01,6/10/2010 15:30,0.0,4700.0,70.0,0.0,300.0,1000.0,4000.0,10070.0
70.77,2010-06,2010,2010-06,2010-06-07,MARATHON PIPE LINE LLC,"WABASH 12"" PRODUCTS",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,ASHMORE,COLES,IL,39.506925,-88.06549100000001,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.1,0.0,0.1,0.0,NO,NO,YES,6/7/2010 13:00,6/8/2010 6:23,0.0,0.0,10.0,0.0,145736.0,141318.0,0.0,287064.0
70.77,2010-06,2010,2010-06,2010-06-08,"SHELL PIPELINE CO., L.P.",NORCO - SORRENTO PROPYLENE ,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,NORCO,ST. CHARLES,LA,30.0124001,-90.40190009999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,10.7,0.0,0.0,10.7,NO,NO,YES,6/8/2010 10:14,6/8/2010 14:00,0.0,0.0,784.0,0.0,0.0,0.0,0.0,784.0
70.77,2010-06,2010,2010-06,2010-06-08,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 6A,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,MARSHFIELD,WOOD,WI,44.67167,-90.24833000000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.0,1.0,0.0,NO,NO,YES,6/8/2010 16:00,6/9/2010 20:05,0.0,8000.0,0.0,0.0,9000.0,313000.0,0.0,330000.0
70.77,2010-06,2010,2010-06,2010-06-08,CONOCOPHILLIPS,LCPL 16 INCH PRODUCT LINE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,WESTLAKE,CALCASIEU PARISH,LA,30.239546999999998,-93.27771700000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.0,0.0,2.99,0.01,NO,NO,YES,6/8/2010 15:50,6/10/2010 16:45,0.0,61269.0,0.0,0.0,15000.0,0.0,0.0,76269.0
70.77,2010-06,2010,2010-06,2010-06-09,COLONIAL PIPELINE CO,NORTH AUGUSTA DELIVERY FACILITY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,NORTH AUGUSTA,EDGEFIELD,SC,33.59667,-81.95333000000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,10.83,0.0,1.31,9.52,NO,NO,NO,Not Available,Not Available,0.0,1000.0,885.0,0.0,0.0,25000.0,0.0,26885.0
70.77,2010-06,2010,2010-06,2010-06-09,SUNOCO PIPELINE L.P.,SHELDON ROAD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOUSTON,HARRIS,TX,29.74697,-95.12399,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3.0,0.0,0.0,3.0,NO,NO,YES,6/9/2010 22:47,6/11/2010 10:45,0.0,1445.0,0.0,0.0,5613.0,9476.0,0.0,16534.0
70.77,2010-06,2010,2010-06,2010-06-10,SUNOCO PIPELINE L.P.,DOUGLAS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,DOUGLAS,NACOGDOCHES,TX,31.65608,-94.84362,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,0.0,0.0,0.5,NO,NO,NO,Not Available,Not Available,0.0,2500.0,36.0,0.0,0.0,0.0,0.0,2536.0
70.77,2010-06,2010,2010-06,2010-06-11,BELLE FOURCHE PIPELINE CO,Not Available,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,Not Available,Not Available,WY,42.20753,-104.51014,CORROSION,EXTERNAL,0.36,0.0,0.24,0.12,NO,NO,NO,Not Available,Not Available,0.0,750.0,300.0,0.0,400.0,6050.0,0.0,7500.0
70.77,2010-06,2010,2010-06,2010-06-11,MOBIL CORP,"24"" SUN-BEAUMONT TERMINAL CRUDE",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,BEAUMONT,JEFFERSON,TX,30.05006,-94.07014000000001,CORROSION,INTERNAL,2.11,0.0,2.11,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,24421.0,160.0,0.0,0.0,2000.0,0.0,26581.0
70.77,2010-06,2010,2010-06,2010-06-12,CHEVRON PIPE LINE CO,RED BUTTE CREEK ,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,SALT LAKE CITY,SALT LAKE,UT,40.76505,-111.82493000000001,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,800.0,0.0,778.0,22.0,NO,NO,YES,6/12/2010 7:42,6/21/2010 9:05,0.0,153554.0,0.0,0.0,18423499.0,13656687.0,0.0,32233740.0
70.77,2010-06,2010,2010-06,2010-06-12,CONOCOPHILLIPS,BUXTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,CUSHING,PAYNE,OK,35.94595,-96.75007,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,6.0,0.0,4.0,2.0,NO,NO,NO,Not Available,Not Available,0.0,5000.0,480.0,0.0,3000.0,700.0,1000.0,10180.0
70.77,2010-06,2010,2010-06,2010-06-14,"TEPPCO CRUDE PIPELINE, LLC",CUSHING EAST FACILITY,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,CUSHING,PAYNE,OK,35.946697,-96.748707,ALL OTHER CAUSES,MISCELLANEOUS,1.0,0.0,0.12,0.88,NO,NO,NO,Not Available,Not Available,0.0,0.0,0.0,50.0,0.0,0.0,11548.0,11598.0
70.77,2010-06,2010,2010-06,2010-06-14,SUNCOR ENERGY (USA) PIPELINE CO.,CHEYENNE CRUDE STATION ,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,CHEYENNE ,LARAMIE ,WY,41.123379,-104.783855,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,30.0,0.0,25.0,5.0,NO,NO,NO,Not Available,Not Available,0.0,10000.0,375.0,0.0,5000.0,30000.0,0.0,45375.0
70.77,2010-06,2010,2010-06,2010-06-16,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,Not Available,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,Not Available,Not Available,Not Available,LA,29.956870000000002,-90.71667,ALL OTHER CAUSES,MISCELLANEOUS,0.19,0.0,0.0,0.19,NO,NO,NO,Not Available,Not Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.77,2010-06,2010,2010-06,2010-06-16,SUNOCO PIPELINE L.P.,COLMESNEIL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,COLMESNEIL,TYLER,TX,30.94037,-94.40321999999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.14,0.0,0.0,0.14,NO,NO,YES,6/16/2010 11:35,6/16/2010 19:30,0.0,1000.0,11.0,0.0,2000.0,2000.0,0.0,5011.0
70.77,2010-06,2010,2010-06,2010-06-23,TC OIL PIPELINE OPERATIONS INC,ROSWELL PUMP STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOWARD ,MINER,SD,43.965346000000004,-97.694305,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.38,0.0,2.38,0.0,NO,NO,NO,Not Available,Not Available,0.0,250.0,167.0,0.0,5000.0,25000.0,0.0,30417.0
70.77,2010-06,2010,2010-06,2010-06-23,"SHELL PIPELINE CO., L.P.","BENGAL 24"" ",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,GRAMERCY,ST. JAMES,LA,30.124278000000004,-90.768367,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.24,0.0,0.0,0.24,NO,NO,YES,6/23/2010 12:08,6/23/2010 23:31,0.0,75000.0,30.0,0.0,4000.0,0.0,0.0,79030.0
70.77,2010-06,2010,2010-06,2010-06-23,MARATHON PIPE LINE LLC,"LIMA TO CANTON 12"" - 16"" CRUDE",ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,LIMA,ALLEN,OH,40.706418,-84.113285,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.47,0.0,4.47,0.0,NO,NO,YES,6/23/2010 12:09,6/23/2010 16:23,0.0,0.0,346.0,0.0,42451.0,0.0,0.0,42797.0
70.77,2010-06,2010,2010-06,2010-06-25,WEST TEXAS GULF PIPELINE CO,COLORADO CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HERMLEIGH,SCURRY,TX,32.53275,-100.82947,CORROSION,INTERNAL,2.0,0.0,0.0,2.0,NO,NO,NO,Not Available,Not Available,0.0,20300.0,160.0,0.0,1952.0,0.0,0.0,22412.0
70.77,2010-06,2010,2010-06,2010-06-28,EXPLORER PIPELINE CO,CHATSWORTH PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,STRAWN,LIVINGSTON,IL,40.647936,-88.34073199999999,CORROSION,INTERNAL,3.0,0.0,3.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,125000.0,0.0,0.0,10000.0,0.0,0.0,135000.0
70.77,2010-06,2010,2010-06,2010-06-30,"MAGELLAN PIPELINE COMPANY, LP","#1-8"" IRVINGTON TO OMAHA LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,OMAHA,DOUGLAS,NE,41.31825,-95.93717,CORROSION,EXTERNAL,184.14,0.0,148.0,36.14,NO,NO,YES,6/30/2010 5:00,7/2/2010 17:15,34.0,6000.0,3100.0,35000.0,620000.0,130000.0,12994.0,807094.0
70.77,2010-06,2010,2010-06,2010-06-30,"MAGELLAN AMMONIA PIPELINE, L.P.",ANHYDROUS AMMONIA PIPELINE ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,Not Available,LANGDON,RENO,KS,37.840740000000004,-98.41963,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.0,0.0,0.0,2.0,NO,NO,NO,Not Available,Not Available,0.0,8000.0,152.0,5000.0,0.0,55000.0,0.0,68152.0
71.37,2010-07,2010,2010-07,2010-07-02,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 4 - 36""",ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,DEER RIVER,ITASCA,MN,47.32444,-93.76306,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,10.0,0.0,10.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,14000.0,0.0,0.0,45000.0,78000.0,0.0,137000.0
71.37,2010-07,2010,2010-07,2010-07-02,MARATHON PIPE LINE LLC,Not Available,OFFSHORE,Not Available,CRUDE OIL,Not Available,Not Available,Not Available,Not Available,Not Available,28.711239000000003,-89.43768100000001,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.52,0.0,0.0,0.52,NO,NO,NO,Not Available,Not Available,0.0,83264.0,60.0,0.0,953616.0,0.0,0.0,1036940.0
71.37,2010-07,2010,2010-07,2010-07-04,SUNOCO PIPELINE L.P.,DRUMRIGHT STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,DRUMRIGHT,CREEK,OK,36.00943,-96.55946,CORROSION,INTERNAL,1.0,0.0,0.6,0.4,NO,NO,YES,7/12/2010 6:30,7/23/2010 13:40,0.0,19342.0,69.0,0.0,10000.0,0.0,0.0,29411.0
71.37,2010-07,2010,2010-07,2010-07-05,DIXIE PIPELINE,DIXIE PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,THOMSON,MCDUFFIE,GA,33.53866,-82.53516,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3104.0,0.0,0.0,3104.0,YES,YES,YES,7/5/2010 10:52,7/10/2010 11:52,1.0,345058.0,130124.0,0.0,49093.0,0.0,0.0,524275.0
71.37,2010-07,2010,2010-07,2010-07-06,OXY USA INC,CSFM #1105/SANSINENA,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,LA HABRA HEIGHTS ,LOS ANGELES ,CA,33.955999999999996,-117.88416699999999,CORROSION,INTERNAL,9.0,0.0,9.0,0.0,NO,NO,YES,7/6/2010 9:00,7/8/2010 11:00,0.0,3000.0,900.0,0.0,10000.0,0.0,0.0,13900.0
71.37,2010-07,2010,2010-07,2010-07-06,"WHITE CLIFFS PIPELINE, LLC",CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,CUSHING,OKLAHOMA,OK,36.01526,-96.75729,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3.5,0.0,3.0,0.5,NO,NO,YES,7/6/2010 10:00,7/6/2010 16:00,0.0,0.0,280.0,0.0,2000.0,0.0,0.0,2280.0
71.37,2010-07,2010,2010-07,2010-07-07,EXXONMOBIL PIPELINE CO,CLEAR LAKE DILUTE PROPYLENE PUMP STA,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,DILUTE PROPYLENE,PASADENA,HARRIS,TX,29.630833000000003,-95.119722,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.5,0.0,0.0,1.5,NO,NO,YES,7/7/2010 12:00,7/8/2010 18:00,0.0,6000.0,250.0,0.0,0.0,0.0,0.0,6250.0
71.37,2010-07,2010,2010-07,2010-07-08,ENTERPRISE PRODUCTS OPERATING LLC,MORGANS POINT TO TEXAS OLEFINS #3,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,PASADENA,HARRIS,TX,29.624779999999998,-95.09823,ALL OTHER CAUSES,MISCELLANEOUS,7.52,980.0,0.0,7.52,NO,NO,YES,7/8/2010 15:20,7/12/2010 16:00,0.0,173000.0,75917.0,0.0,12400.0,0.0,0.0,261317.0
71.37,2010-07,2010,2010-07,2010-07-11,SUNOCO PIPELINE L.P.,"ETX 10""-THOMAS STATION",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,THOMAS,GREGG,TX,32.47831,-94.86801,CORROSION,EXTERNAL,6.0,0.0,0.0,6.0,NO,NO,NO,Not Available,Not Available,0.0,6702.0,414.0,0.0,12728.0,23517.0,0.0,43361.0
71.37,2010-07,2010,2010-07,2010-07-12,EXXONMOBIL PIPELINE CO,TEXOMA  TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,LONGVIEW,GREGG,TX,32.285940000000004,-94.500617,CORROSION,INTERNAL,0.48,0.0,0.48,0.0,NO,NO,NO,Not Available,Not Available,0.0,1500.0,35.0,0.0,6000.0,1500.0,1000.0,10035.0
71.37,2010-07,2010,2010-07,2010-07-12,PLANTATION PIPE LINE CO,BOWLING GREEN PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,BOWLING GREEN,CAROLINE,VA,38.090720000000005,-77.44581,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.36,0.0,0.36,0.0,NO,NO,Not Available,Not Available,Not Available,0.0,300.0,0.0,0.0,5000.0,0.0,0.0,5300.0
71.37,2010-07,2010,2010-07,2010-07-14,ONEOK NGL PIPELINE LP,NEWCASTLE VALVE SITE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,MCCLAIN,OK,35.23317,-97.60874,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,0.1,0.0,1.5,NO,NO,NO,Not Available,Not Available,0.0,0.0,49.0,0.0,0.0,0.0,0.0,49.0
71.37,2010-07,2010,2010-07,2010-07-14,"KOCH PIPELINE COMPANY, L.P.","FHR-PORT ARTHUR 8""",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,ETHYLENE,LAPORTE,HARRIS,TX,29.630232,-95.058734,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,33.8,0.0,0.0,33.8,NO,NO,NO,Not Available,Not Available,0.0,0.0,1294.0,0.0,0.0,0.0,0.0,1294.0
71.37,2010-07,2010,2010-07,2010-07-14,MARATHON PIPE LINE LLC,"WOOD RIVER TO PATOKA 22"" CRUDE",ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,ROXANA,MADISON,IL,38.828047,-90.085713,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.29,0.0,0.29,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,30.0,0.0,25000.0,928.0,0.0,25958.0
71.37,2010-07,2010,2010-07,2010-07-14,ONEOK NGL PIPELINE LP,NORTH LINE 1 STATIONARY PROVER/MEDFORD STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,GRANT COUNTY,OK,36.77451,-97.75519,CORROSION,INTERNAL,30.0,0.1,0.0,30.0,NO,NO,NO,Not Available,Not Available,0.0,7700.0,1027.0,0.0,0.0,0.0,0.0,8727.0
71.37,2010-07,2010,2010-07,2010-07-14,ONEOK NGL PIPELINE LP,STERLING 2/HAMMET BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,LINCOLN,OK,35.55435,-97.10423,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.11,0.2,0.0,1.11,NO,NO,YES,7/14/2010 23:00,7/14/2010 23:40,0.0,15.0,25.0,0.0,120.0,0.0,0.0,160.0
71.37,2010-07,2010,2010-07,2010-07-17,MARATHON PIPE LINE LLC,"WOOD RIVER TO CLERMONT 10"" PRODUCTS",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,ROCKVILLE,PARKE,IN,39.68524,-87.236533,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.6,0.0,0.6,0.0,NO,NO,YES,7/17/2010 11:46,7/17/2010 17:14,0.0,7215.0,75.0,0.0,14114.0,0.0,0.0,21404.0
71.37,2010-07,2010,2010-07,2010-07-17,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,CARTERET,MIDDLESEX,NJ,40.591463,-74.219176,NATURAL FORCE DAMAGE,TEMPERATURE,7.0,0.0,7.0,0.0,NO,NO,YES,7/17/2010 21:00,7/18/2010 4:00,0.0,2000.0,300.0,0.0,5000.0,20000.0,0.0,27300.0
71.37,2010-07,2010,2010-07,2010-07-19,"SFPP, LP",ROCKLIN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,ROCKLIN,PLACER,CA,38.780525,-121.246797,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.94,0.0,0.94,0.0,NO,NO,YES,7/19/2010 20:44,7/20/2010 7:21,0.0,400.0,100.0,0.0,35000.0,14000.0,0.0,49500.0
71.37,2010-07,2010,2010-07,2010-07-21,ONEOK NGL PIPELINE LP,STERLING 2/SHEPHERD BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,SAN JACINTO,TX,30.45372,-94.97393000000001,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.2,0.2,0.0,3.2,NO,NO,NO,Not Available,Not Available,0.0,15.0,66.0,0.0,120.0,0.0,0.0,201.0
