Date,Wheat Value,Soybean Value
7/1/2003,3.145,6.1825
7/2/2003,3.1425,6.1925
7/3/2003,3.1025,6.1475
7/7/2003,3.0625,6.055
7/8/2003,3.08,6.0175
7/9/2003,3.17,6.1
7/10/2003,3.15,6.0275
7/11/2003,3.215,6.0425
7/14/2003,3.1875,5.995
7/15/2003,3.1525,5.8525
7/16/2003,3.2075,5.82
7/17/2003,3.275,5.7275
7/18/2003,3.355,5.605
7/21/2003,3.345,5.5775
7/22/2003,3.3325,5.6175
7/23/2003,3.4625,5.5675
7/24/2003,3.435,5.4775
7/25/2003,3.425,5.495
7/28/2003,3.495,5.5105
7/29/2003,3.4725,5.346
7/30/2003,3.3925,5.2985
7/31/2003,3.485,5.219
8/1/2003,3.51,5.245
8/4/2003,3.54,5.23
8/5/2003,3.4975,5.195
8/6/2003,3.585,5.2
8/7/2003,3.5725,5.1925
8/8/2003,3.575,5.24
8/11/2003,3.585,5.3525
8/12/2003,3.6175,5.5025
8/13/2003,3.65,5.4725
8/14/2003,3.6825,5.5175
8/15/2003,3.785,5.5225
8/18/2003,3.835,5.8225
8/19/2003,3.6925,5.6775
8/20/2003,3.66,5.765
8/21/2003,3.63,5.785
8/22/2003,3.6275,5.8625
8/25/2003,3.5825,5.8625
8/26/2003,3.6355,5.767
8/27/2003,3.6595,5.818
8/28/2003,3.6685,5.8915
8/29/2003,3.783,5.902
9/2/2003,3.7725,5.745
9/3/2003,3.715,5.8075
9/4/2003,3.6775,5.8825
9/5/2003,3.59,5.8725
9/8/2003,3.6175,5.9
9/9/2003,3.585,5.985
9/10/2003,3.5775,5.965
9/11/2003,3.5175,6.1575
9/12/2003,3.515,6.23
9/15/2003,3.5625,6.19
9/16/2003,3.535,6.1075
9/17/2003,3.495,6.1725
9/18/2003,3.4075,6.27
9/19/2003,3.4725,6.38
9/22/2003,3.455,6.5125
9/23/2003,3.4475,6.51
9/24/2003,3.53,6.53
9/25/2003,3.605,6.555
9/26/2003,3.595,6.565
9/29/2003,3.5525,6.8325
9/30/2003,3.6025,6.7725
10/1/2003,3.6425,6.8725
10/2/2003,3.59,6.97
10/3/2003,3.5225,6.78
10/6/2003,3.41,6.84
10/7/2003,3.325,6.8775
10/8/2003,3.2775,6.785
10/9/2003,3.2725,6.925
10/10/2003,3.2675,7.135
10/13/2003,3.34,7.315
10/14/2003,3.255,7.415
10/15/2003,3.345,7.275
10/16/2003,3.3625,7.255
10/17/2003,3.2825,7.2925
10/20/2003,3.3375,7.2925
10/21/2003,3.405,7.3025
10/22/2003,3.545,7.4975
10/23/2003,3.695,7.6375
10/24/2003,3.6925,7.625
10/27/2003,3.6725,7.585
10/28/2003,3.7725,7.8305
10/29/2003,3.7575,8.014
10/30/2003,3.69,7.968
10/31/2003,3.695,7.9705
11/3/2003,3.65,7.97
11/4/2003,3.635,7.6325
11/5/2003,3.78,7.73
11/6/2003,3.755,7.65
11/7/2003,3.78,7.485
11/10/2003,3.83,7.62
11/11/2003,3.89,7.7575
11/12/2003,4.035,7.7
11/13/2003,4.0575,7.76
11/14/2003,4.055,7.785
11/17/2003,3.9975,7.8
11/18/2003,3.8825,7.77
11/19/2003,3.635,7.4875
11/20/2003,3.735,7.5925
11/21/2003,3.8325,7.535
11/24/2003,3.8165,7.3725
11/25/2003,3.9245,7.46
11/26/2003,3.937,7.4575
11/28/2003,4.0425,7.5625
12/1/2003,4.0875,7.61
12/2/2003,4.065,7.7325
12/3/2003,4.1475,7.7825
12/4/2003,4.11,7.69
12/5/2003,4.0325,7.605
12/8/2003,4.095,7.7075
12/9/2003,4.065,7.87
12/10/2003,3.9875,7.85
12/11/2003,3.8975,7.6675
12/12/2003,3.935,7.7625
12/15/2003,3.865,7.73
12/16/2003,3.895,7.6425
12/17/2003,3.86,7.685
12/18/2003,3.9325,7.595
12/19/2003,3.9425,7.6475
12/22/2003,3.855,7.5375
12/23/2003,3.705,7.4125
12/24/2003,3.63,7.5975
12/26/2003,3.66,7.936
12/29/2003,3.64,7.875
12/30/2003,3.6525,7.8185
12/31/2003,3.77,7.93
1/2/2004,4.0575,7.9825
1/5/2004,3.985,8.005
1/6/2004,3.945,8.005
1/7/2004,3.955,7.9375
1/8/2004,3.94,7.975
1/9/2004,3.855,7.93
1/12/2004,3.9925,8.2275
1/13/2004,3.92,8.39
1/14/2004,3.9525,8.415
1/15/2004,3.8625,8.35
1/16/2004,3.98,8.3575
1/20/2004,3.955,8.2825
1/21/2004,3.92,8.42
1/22/2004,3.87,8.405
1/23/2004,3.815,8.3925
1/26/2004,3.8125,8.475
1/27/2004,3.8,8.355
1/28/2004,3.7475,8.0475
1/29/2004,3.8025,8.09
1/30/2004,3.89,8.195
2/2/2004,3.85,7.93
2/3/2004,3.805,8.025
2/4/2004,3.76,8.0575
2/5/2004,3.81,8.3225
2/6/2004,3.785,8.4
2/9/2004,3.8225,8.475
2/10/2004,3.845,8.3475
2/11/2004,3.885,8.38
2/12/2004,3.8675,8.22
2/13/2004,3.8025,8.29
2/17/2004,3.7525,8.51
2/18/2004,3.645,8.545
2/19/2004,3.7275,8.8
2/20/2004,3.715,8.93
2/23/2004,3.91,9.115
2/24/2004,3.937,9.29
2/25/2004,3.9015,9.3145
2/26/2004,3.9275,9.262
2/27/2004,3.8875,9.385
3/1/2004,3.85,9.575
3/2/2004,3.8175,9.285
3/3/2004,3.7625,9.43
3/4/2004,3.785,9.365
3/5/2004,3.7375,9.3775
3/8/2004,3.6775,9.17
3/9/2004,3.7025,9.47
3/10/2004,3.66,9.235
3/11/2004,3.6125,9.44
3/12/2004,3.645,9.5575
3/15/2004,3.73,9.7825
3/16/2004,3.72,9.89
3/17/2004,3.915,9.94
3/18/2004,3.98,10.18
3/19/2004,3.9275,10.24
3/22/2004,4.2275,10.5575
3/23/2004,4.13,10.52
3/24/2004,4.12,10.235
3/25/2004,4.08,10.285
3/26/2004,4.0525,10.13
3/29/2004,4.0575,10.13
3/30/2004,4.1525,10.1625
3/31/2004,4.08,9.95
4/1/2004,4.105,10.295
4/2/2004,4.1625,10.455
4/5/2004,4.14,10.245
4/6/2004,4.165,10.09
4/7/2004,4.15,10.16
4/8/2004,4.145,9.88
4/12/2004,4.075,9.67
4/13/2004,3.93,9.715
4/14/2004,4.0125,10.13
4/15/2004,3.83,9.63
4/16/2004,3.885,9.65
4/19/2004,3.94,9.69
4/20/2004,3.97,9.5275
4/21/2004,3.85,9.35
4/22/2004,3.79,9.47
4/23/2004,3.73,9.67
4/26/2004,3.74,9.645
4/27/2004,3.803,10.013
4/28/2004,3.765,9.899
4/29/2004,3.8555,10.058
4/30/2004,3.883,10.172
5/3/2004,3.9725,10.21
5/4/2004,4.1125,10.215
5/5/2004,4.08,10.2
5/6/2004,4.0325,10.005
5/7/2004,4.03,10.315
5/10/2004,3.8525,10.125
5/11/2004,3.79,10.2225
5/12/2004,3.695,9.7225
5/13/2004,3.6925,9.825
5/14/2004,3.585,9.325
5/17/2004,3.6775,9.055
5/18/2004,3.705,8.74
5/19/2004,3.77,9.075
5/20/2004,3.7025,8.69
5/21/2004,3.6825,8.725
5/24/2004,3.785,8.66
5/25/2004,3.78,8.8225
5/26/2004,3.815,8.72
5/27/2004,3.6925,8.22
5/28/2004,3.62,8.14
6/1/2004,3.8825,8.64
6/2/2004,3.75,8.495
6/3/2004,3.6725,8.06
6/4/2004,3.7,8.385
6/7/2004,3.63,8.49
6/8/2004,3.63,8.52
6/9/2004,3.6,8.52
6/10/2004,3.505,8.47
6/14/2004,3.565,8.725
6/15/2004,3.51,8.84
6/16/2004,3.52,8.695
6/17/2004,3.525,8.63
6/18/2004,3.5275,8.72
6/21/2004,3.5425,8.885
6/22/2004,3.4375,8.87
6/23/2004,3.4525,9.175
6/24/2004,3.395,9.215
6/25/2004,3.43,9.0575
6/28/2004,3.423,8.54
6/29/2004,3.4335,8.411
6/30/2004,3.442,8.046
7/1/2004,3.385,8.0375
7/2/2004,3.415,8.0925
7/6/2004,3.4475,8.195
7/7/2004,3.4825,8.215
7/8/2004,3.415,8.13
7/9/2004,3.38,8.14
7/12/2004,3.455,7.86
7/13/2004,3.395,7.675
7/14/2004,3.45,7.8075
7/15/2004,3.3325,7.51
7/16/2004,3.3325,7.075
7/19/2004,3.355,7.075
7/20/2004,3.3125,7.25
7/21/2004,3.24,7.075
7/22/2004,3.2275,6.575
7/23/2004,3.2875,6.695
7/26/2004,3.2375,6.69
7/27/2004,3.2125,6.542
7/28/2004,3.1475,6.092
7/29/2004,3.1275,6.038
7/30/2004,3.1225,5.795
8/2/2004,3.17,5.695
8/3/2004,3.17,5.7275
8/4/2004,3.185,5.655
8/5/2004,3.215,5.815
8/6/2004,3.1575,5.6925
8/9/2004,3.16,5.7825
8/10/2004,3.12,5.715
8/11/2004,3.0475,5.615
8/12/2004,2.995,5.9
8/13/2004,2.995,5.8625
8/16/2004,3.0275,5.755
8/17/2004,3.0875,5.9175
8/18/2004,3.0175,6.0025
8/19/2004,3.095,5.9825
8/20/2004,3.12,5.9475
8/23/2004,3.21,6.23
8/24/2004,3.115,6.2
8/25/2004,3.06,6.2325
8/26/2004,3.0835,6.147
8/27/2004,3.066,5.986
8/30/2004,3.1105,6.213
8/31/2004,3.2015,6.2725
9/1/2004,3.3025,6.3725
9/2/2004,3.225,6.2875
9/3/2004,3.19,6.1225
9/7/2004,3.1725,5.835
9/8/2004,3.1975,5.835
9/9/2004,3.2025,5.82
9/10/2004,3.335,5.72
9/13/2004,3.3625,5.71
9/14/2004,3.3175,5.655
9/15/2004,3.3725,5.665
9/16/2004,3.3825,5.5725
9/17/2004,3.3325,5.53
9/20/2004,3.2875,5.4375
9/21/2004,3.3475,5.4225
9/22/2004,3.2575,5.3825
9/23/2004,3.2525,5.3775
9/24/2004,3.2175,5.235
9/27/2004,3.205,5.31
9/28/2004,3.1575,5.315
9/29/2004,3.1975,5.335
9/30/2004,3.0675,5.27
10/1/2004,3.0375,5.345
10/4/2004,3.025,5.2525
10/5/2004,3.0625,5.24
10/6/2004,3.02,5.2625
10/7/2004,3.0275,5.2575
10/8/2004,3.0325,5.285
10/11/2004,3.03,5.39
10/12/2004,3.11,5.13
10/13/2004,3.12,5.095
10/14/2004,3.14,5.155
10/15/2004,3.1925,5.14
10/18/2004,3.1475,5.1475
10/19/2004,3.1925,5.2775
10/20/2004,3.135,5.325
10/21/2004,3.1175,5.28
10/22/2004,3.085,5.3
10/25/2004,3.16,5.41
10/26/2004,3.155,5.4
10/27/2004,3.1925,5.315
10/28/2004,3.2225,5.331
10/29/2004,3.165,5.323
11/1/2004,3.0625,5.215
11/2/2004,3.0225,5.255
11/3/2004,3.0025,5.185
11/4/2004,3.03,5.0625
11/5/2004,3.065,5.0525
11/8/2004,3.0875,5.055
11/9/2004,3.045,5.105
11/10/2004,3.035,5.25
11/11/2004,3.0275,5.1975
11/12/2004,3.0275,5.25
11/15/2004,3.0625,5.3575
11/16/2004,3.1075,5.405
11/17/2004,3.185,5.53
11/18/2004,3.1625,5.55
11/19/2004,3.0975,5.505
11/22/2004,3.02,5.545
11/23/2004,3.005,5.6125
11/24/2004,3.014,5.54
11/26/2004,2.9595,5.485
11/29/2004,2.951,5.395
11/30/2004,2.9895,5.3475
12/1/2004,2.975,5.28
12/2/2004,2.9625,5.2075
12/3/2004,3.045,5.2575
12/6/2004,3.055,5.2975
12/7/2004,2.99,5.22
12/8/2004,3,5.2925
12/9/2004,3.02,5.265
12/10/2004,2.965,5.33
12/13/2004,2.99,5.4675
12/14/2004,3.01,5.5025
12/15/2004,3.025,5.46
12/16/2004,2.975,5.445
12/17/2004,3.0425,5.4875
12/20/2004,3.06,5.5
12/21/2004,3.055,5.49
12/22/2004,3.07,5.4625
12/23/2004,3.095,5.505
12/27/2004,3.05,5.566
12/28/2004,3.05,5.4945
12/29/2004,3.035,5.454
12/30/2004,3.075,5.4735
1/3/2005,3.0225,5.355
1/4/2005,2.96,5.25
1/5/2005,2.9975,5.27
1/6/2005,3.0825,5.325
1/7/2005,3.0975,5.4225
1/10/2005,3.0775,5.485
1/11/2005,3.065,5.4325
1/12/2005,3.0725,5.3375
1/13/2005,3.075,5.365
1/14/2005,2.975,5.195
1/18/2005,2.965,5.135
1/19/2005,2.99,5.1775
1/20/2005,2.9475,5.2325
1/21/2005,2.9575,5.1675
1/24/2005,2.9525,5.2
1/25/2005,2.97,5.26
1/26/2005,2.9525,5.23
1/27/2005,2.895,5.1575
1/28/2005,2.9,5.14
1/31/2005,2.91,5.1475
2/1/2005,2.9225,5.07
2/2/2005,2.8825,5.0525
2/3/2005,2.8975,5.02
2/4/2005,2.8775,4.995
2/7/2005,2.925,5.0125
2/8/2005,2.9175,5.035
2/9/2005,2.9,5.1075
2/10/2005,2.9625,5.16
2/11/2005,2.945,5.2575
2/14/2005,3.0175,5.3575
2/15/2005,2.9925,5.3525
2/16/2005,2.925,5.35
2/17/2005,2.955,5.52
2/18/2005,2.96,5.525
2/22/2005,3.125,5.77
2/23/2005,3.177,5.779
2/24/2005,3.1615,5.71
2/25/2005,3.2925,6.017
2/28/2005,3.4365,6.207
3/1/2005,3.3825,6.1325
3/2/2005,3.405,6.2725
3/3/2005,3.38,6.2725
3/4/2005,3.37,6.2975
3/7/2005,3.3225,6.16
3/8/2005,3.3725,6.255
3/9/2005,3.4075,6.295
3/10/2005,3.48,6.3925
3/11/2005,3.58,6.625
3/14/2005,3.54,6.56
3/15/2005,3.68,6.81
3/16/2005,3.61,6.735
3/17/2005,3.665,6.715
3/18/2005,3.565,6.49
3/21/2005,3.425,6.265
3/22/2005,3.445,6.2725
3/23/2005,3.3675,6.2325
3/24/2005,3.385,6.2875
3/28/2005,3.36,6.2575
3/29/2005,3.345,6.24
3/30/2005,3.335,6.41
3/31/2005,3.31,6.275
4/1/2005,3.225,6.14
4/4/2005,3.165,6.15
4/5/2005,3.1125,6.175
4/6/2005,3.1425,6.2325
4/7/2005,3.1425,6.235
4/8/2005,3.1,6.12
4/11/2005,3.135,6.1675
4/12/2005,3.11,6.175
4/13/2005,3.105,6.2325
4/14/2005,3.09,6.17
4/15/2005,3.0525,6.1625
4/18/2005,3.0175,6.095
4/19/2005,3.08,6.31
4/20/2005,3.1075,6.3075
4/21/2005,3.11,6.3775
4/22/2005,3.0925,6.33
4/25/2005,3.2075,6.3525
4/26/2005,3.249,6.381
4/27/2005,3.234,6.2985
4/28/2005,3.2325,6.2235
4/29/2005,3.244,6.2485
5/2/2005,3.2325,6.2725
5/3/2005,3.1775,6.255
5/4/2005,3.1725,6.245
5/5/2005,3.1375,6.2875
5/6/2005,3.17,6.4
5/9/2005,3.135,6.3775
5/10/2005,3.215,6.34
5/11/2005,3.1375,6.33
5/12/2005,3.0875,6.235
5/13/2005,3.0275,6.1275
5/16/2005,3.0625,6.235
5/17/2005,3.1,6.2075
5/18/2005,3.15,6.3325
5/19/2005,3.095,6.2925
5/20/2005,3.13,6.32
5/23/2005,3.3375,6.4
5/24/2005,3.32,6.455
5/25/2005,3.3025,6.665
5/26/2005,3.3775,6.76
5/27/2005,3.35,6.6775
5/31/2005,3.3175,6.8025
6/1/2005,3.315,6.8525
6/2/2005,3.235,6.685
6/3/2005,3.2325,6.7525
6/6/2005,3.225,6.7775
6/7/2005,3.1925,6.7475
6/8/2005,3.1325,6.675
6/9/2005,3.1425,6.7325
6/10/2005,3.135,6.6625
6/13/2005,3.1375,6.805
6/14/2005,3.16,6.8975
6/15/2005,3.23,7.025
6/16/2005,3.235,7.0075
6/17/2005,3.275,7.24
6/20/2005,3.39,7.39
6/21/2005,3.35,7.3525
6/22/2005,3.36,7.37
6/23/2005,3.3175,7.2575
6/24/2005,3.395,7.445
6/27/2005,3.329,6.9525
6/28/2005,3.3195,6.6865
6/29/2005,3.345,6.747
6/30/2005,3.295,6.5515
7/1/2005,3.345,6.76
7/5/2005,3.465,7.155
7/6/2005,3.42,6.9825
7/7/2005,3.44,6.945
7/8/2005,3.3725,6.78
7/11/2005,3.3525,6.9
7/12/2005,3.325,7.0125
7/13/2005,3.3975,7.14
7/14/2005,3.445,7.2
7/15/2005,3.485,7.21
7/18/2005,3.5225,7.1725
7/19/2005,3.385,6.825
7/20/2005,3.3325,6.845
7/21/2005,3.27,6.695
7/22/2005,3.305,6.6925
7/25/2005,3.2575,6.6975
7/26/2005,3.285,6.7665
7/27/2005,3.305,6.7545
7/28/2005,3.33,6.871
7/29/2005,3.2775,6.7595
8/1/2005,3.305,6.7725
8/2/2005,3.32,6.945
8/3/2005,3.26,6.7525
8/4/2005,3.25,6.755
8/5/2005,3.2,6.6175
8/8/2005,3.2225,6.6425
8/9/2005,3.195,6.4625
8/10/2005,3.235,6.4575
8/11/2005,3.2625,6.4325
8/12/2005,3.2125,6.405
8/15/2005,3.1575,6.1275
8/16/2005,3.1025,6.1675
8/17/2005,3.1425,6.15
8/18/2005,3.2075,6.0975
8/19/2005,3.2525,5.9725
8/22/2005,3.23,6.0725
8/23/2005,3.1725,6.1075
8/24/2005,3.14,6.025
8/25/2005,3.1575,5.87
8/26/2005,3.153,5.932
8/29/2005,3.168,5.988
8/30/2005,3.1685,6.065
8/31/2005,3.143,5.9635
9/1/2005,3.225,6.07
9/2/2005,3.2,5.99
9/6/2005,3.21,6.1425
9/7/2005,3.1875,6.0625
9/8/2005,3.235,6.005
9/9/2005,3.2575,5.9
9/12/2005,3.265,5.85
9/13/2005,3.295,5.86
9/14/2005,3.2725,5.8025
9/15/2005,3.2275,5.6875
9/16/2005,3.2425,5.7125
9/19/2005,3.2025,5.76
9/20/2005,3.2125,5.72
9/21/2005,3.2525,5.7775
9/22/2005,3.3225,5.805
9/23/2005,3.335,5.74
9/26/2005,3.2925,5.675
9/27/2005,3.27,5.575
9/28/2005,3.2875,5.6275
9/29/2005,3.335,5.605
9/30/2005,3.4625,5.7325
10/3/2005,3.4875,5.81
10/4/2005,3.4725,5.625
10/5/2005,3.45,5.635
10/6/2005,3.4525,5.6425
10/7/2005,3.38,5.6425
10/10/2005,3.3975,5.555
10/11/2005,3.4275,5.635
10/12/2005,3.475,5.89
10/13/2005,3.435,5.8825
10/14/2005,3.39,5.895
10/17/2005,3.3625,5.9125
10/18/2005,3.2875,5.845
10/19/2005,3.2775,5.8925
10/20/2005,3.3225,5.85
10/21/2005,3.3,5.7225
10/24/2005,3.2325,5.75
10/25/2005,3.255,5.78
10/26/2005,3.235,5.739
10/27/2005,3.245,5.76
10/28/2005,3.1775,5.725
10/31/2005,3.17,5.7375
11/1/2005,3.17,5.865
11/2/2005,3.13,5.85
11/3/2005,3.1325,6.0175
11/4/2005,3.1125,5.92
11/7/2005,3.1,5.83
11/8/2005,3.13,5.855
11/9/2005,3.15,5.885
11/10/2005,3.0975,5.875
11/11/2005,3.115,6.015
11/14/2005,3.1175,5.95
11/15/2005,3.07,5.9225
11/16/2005,3.0675,5.7675
11/17/2005,3.0475,5.7925
11/18/2005,3.02,5.6975
11/21/2005,2.985,5.7225
11/22/2005,2.97,5.7225
11/23/2005,2.97,5.62
11/25/2005,3.0005,5.5425
11/28/2005,3.038,5.5825
11/29/2005,3.1025,5.54
11/30/2005,3.174,5.58
12/1/2005,3.22,5.5975
12/2/2005,3.1975,5.6275
12/5/2005,3.2025,5.7325
12/6/2005,3.1575,5.64
12/7/2005,3.1325,5.59
12/8/2005,3.1225,5.6675
12/9/2005,3.075,5.6875
12/12/2005,3.1475,5.84
12/13/2005,3.185,5.975
12/14/2005,3.2375,5.925
12/15/2005,3.1875,5.8725
12/16/2005,3.1975,5.9225
12/19/2005,3.2325,6.085
12/20/2005,3.28,6.0525
12/21/2005,3.275,6.065
12/22/2005,3.3075,6.1275
12/23/2005,3.345,6.13
12/27/2005,3.4,6.1395
12/28/2005,3.455,6.155
12/29/2005,3.3725,6.0435
12/30/2005,3.3925,6.112
1/3/2006,3.46,6.285
1/4/2006,3.4625,6.3225
1/5/2006,3.3975,6.185
1/6/2006,3.3075,6.11
1/9/2006,3.265,5.94
1/10/2006,3.2925,5.89
1/11/2006,3.305,5.845
1/12/2006,3.3325,5.72
1/13/2006,3.3475,5.765
1/17/2006,3.2875,5.7125
1/18/2006,3.225,5.6575
1/19/2006,3.265,5.65
1/20/2006,3.265,5.68
1/23/2006,3.26,5.745
1/24/2006,3.325,5.7125
1/25/2006,3.42,5.67
1/26/2006,3.445,5.73
1/27/2006,3.435,5.8925
1/30/2006,3.4525,5.9875
1/31/2006,3.4325,5.9425
2/1/2006,3.3925,5.795
2/2/2006,3.4725,5.84
2/3/2006,3.565,5.9475
2/6/2006,3.55,5.87
2/7/2006,3.5175,5.74
2/8/2006,3.5675,5.78
2/9/2006,3.6325,5.8775
2/10/2006,3.5525,5.8225
2/13/2006,3.48,5.8425
2/14/2006,3.4725,5.8325
2/15/2006,3.52,5.87
2/16/2006,3.59,5.915
2/17/2006,3.68,6.0125
2/21/2006,3.725,5.875
2/22/2006,3.655,5.74
2/23/2006,3.685,5.7435
2/24/2006,3.7295,5.8245
2/27/2006,3.8075,5.876
2/28/2006,3.7885,5.9125
3/1/2006,3.74,5.91
3/2/2006,3.805,6.04
3/3/2006,3.85,6.06
3/6/2006,3.8,6.005
3/7/2006,3.81,5.9
3/8/2006,3.845,5.84
3/9/2006,3.81,5.8775
3/10/2006,3.815,5.8925
3/13/2006,3.675,5.845
3/14/2006,3.625,5.8775
3/15/2006,3.62,5.8425
3/16/2006,3.5275,5.7625
3/17/2006,3.575,5.765
3/20/2006,3.5025,5.725
3/21/2006,3.525,5.7525
3/22/2006,3.4925,5.77
3/23/2006,3.44,5.7475
3/24/2006,3.425,5.7375
3/27/2006,3.3975,5.795
3/28/2006,3.4125,5.815
3/29/2006,3.4175,5.825
3/30/2006,3.445,5.8775
3/31/2006,3.4775,5.715
4/3/2006,3.42,5.65
4/4/2006,3.4275,5.5875
4/5/2006,3.47,5.615
4/6/2006,3.525,5.64
4/7/2006,3.5125,5.5775
4/10/2006,3.61,5.5525
4/11/2006,3.675,5.625
4/12/2006,3.605,5.605
4/13/2006,3.575,5.63
4/17/2006,3.495,5.715
4/18/2006,3.55,5.755
4/19/2006,3.5475,5.74
4/20/2006,3.53,5.7125
4/21/2006,3.5275,5.6975
4/24/2006,3.5075,5.7425
4/25/2006,3.527,5.8225
4/26/2006,3.538,5.8145
4/27/2006,3.5045,5.844
4/28/2006,3.5605,5.9825
5/1/2006,3.65,6.0675
5/2/2006,3.665,6.03
5/3/2006,3.65,6.055
5/4/2006,3.625,6.0375
5/5/2006,3.7225,6.065
5/8/2006,3.755,5.995
5/9/2006,3.8475,6.045
5/10/2006,3.845,6.06
5/11/2006,3.92,6.13
5/12/2006,4.015,6.13
5/15/2006,3.995,6.045
5/16/2006,4.035,6.0275
5/17/2006,4.23,6.04
5/18/2006,4.185,5.98
5/19/2006,4.1625,5.87
5/22/2006,4.2625,5.825
5/23/2006,4.1975,5.8675
5/24/2006,4.1175,5.825
5/25/2006,4.095,5.8425
5/26/2006,4.155,5.825
5/30/2006,4.12,5.835
5/31/2006,3.935,5.795
6/1/2006,3.92,5.8675
6/2/2006,4.0375,6.09
6/5/2006,3.985,6.0325
6/6/2006,3.85,5.935
6/7/2006,3.8775,5.97
6/8/2006,3.835,5.8775
6/9/2006,3.725,5.8575
6/12/2006,3.7375,6
6/13/2006,3.6975,5.9575
6/14/2006,3.6125,5.895
6/15/2006,3.615,5.925
6/16/2006,3.59,6.0025
6/19/2006,3.585,5.845
6/20/2006,3.67,5.8525
6/21/2006,3.72,5.8625
6/22/2006,3.655,5.83
6/23/2006,3.6325,5.805
6/26/2006,3.685,5.695
6/27/2006,3.815,5.794
6/28/2006,3.784,5.814
6/29/2006,3.866,5.861
6/30/2006,3.911,5.9935
7/3/2006,4.02,6.085
7/5/2006,4.0475,6.005
7/6/2006,4.0725,6.135
7/7/2006,3.9825,6.0625
7/10/2006,4.03,6.0825
7/11/2006,4.165,6.1
7/12/2006,4.145,6.07
7/13/2006,3.955,6.0025
7/14/2006,3.975,6.03
7/17/2006,3.93,5.9
7/18/2006,3.98,5.89
7/19/2006,3.93,5.8575
7/20/2006,4.065,5.8425
7/21/2006,4.0725,5.77
7/24/2006,4.005,5.8325
7/25/2006,3.9325,5.8525
7/26/2006,3.82,5.8335
7/27/2006,3.8775,5.767
7/28/2006,3.885,5.81
7/31/2006,3.975,5.843
8/1/2006,3.925,5.7925
8/2/2006,4.015,5.8725
8/3/2006,3.9525,5.815
8/4/2006,3.96,5.82
8/7/2006,3.93,5.6725
8/8/2006,3.84,5.625
8/9/2006,3.88,5.665
8/10/2006,3.865,5.6125
8/11/2006,3.7375,5.5525
8/14/2006,3.74,5.5625
8/15/2006,3.7675,5.565
8/16/2006,3.715,5.5225
8/17/2006,3.635,5.515
8/18/2006,3.645,5.47
8/21/2006,3.6575,5.4825
8/22/2006,3.5975,5.4925
8/23/2006,3.66,5.5225
8/24/2006,3.755,5.515
8/25/2006,3.785,5.43
8/28/2006,3.8865,5.406
8/29/2006,3.886,5.426
8/30/2006,4.089,5.5025
8/31/2006,4.186,5.5305
9/1/2006,4.195,5.515
9/5/2006,4.22,5.5425
9/6/2006,4.17,5.4675
9/7/2006,4.2025,5.5
9/8/2006,4.155,5.48
9/11/2006,4.13,5.445
9/12/2006,4.025,5.385
9/13/2006,3.975,5.405
9/14/2006,3.905,5.4525
9/15/2006,3.925,5.4975
9/18/2006,3.955,5.53
9/19/2006,4.09,5.4425
9/20/2006,4.0775,5.4925
9/21/2006,4.215,5.58
9/22/2006,4.19,5.4925
9/25/2006,4.1375,5.45
9/26/2006,4.23,5.4675
9/27/2006,4.2425,5.425
9/28/2006,4.455,5.5275
9/29/2006,4.43,5.475
10/2/2006,4.46,5.4525
10/3/2006,4.395,5.425
10/4/2006,4.65,5.5525
10/5/2006,4.64,5.655
10/6/2006,4.64,5.64
10/9/2006,4.94,5.745
10/10/2006,5.01,5.605
10/11/2006,5.31,5.6225
10/12/2006,5.155,5.7975
10/13/2006,5.255,5.915
10/16/2006,5.425,5.89
10/17/2006,5.31,6.005
10/18/2006,5.125,6.045
10/19/2006,5.13,6.08
10/20/2006,5.05,6.065
10/23/2006,5.17,6.175
10/24/2006,5.225,6.235
10/25/2006,5.1675,6.22
10/26/2006,5.075,6.3055
10/27/2006,5.085,6.409
10/30/2006,5.01,6.4785
10/31/2006,4.83,6.4145
11/1/2006,4.875,6.5825
11/2/2006,4.915,6.6125
11/3/2006,4.925,6.6275
11/6/2006,4.98,6.6275
11/7/2006,4.97,6.6725
11/8/2006,5.04,6.78
11/9/2006,4.88,6.695
11/10/2006,4.805,6.625
11/13/2006,4.77,6.575
11/14/2006,4.865,6.7125
11/15/2006,4.815,6.6375
11/16/2006,4.6875,6.565
11/17/2006,4.74,6.605
11/20/2006,4.75,6.675
11/21/2006,4.7975,6.73
11/22/2006,4.8625,6.74
11/24/2006,5,6.8425
11/27/2006,4.95,6.88
11/28/2006,4.9555,6.8625
11/29/2006,5.031,6.8225
11/30/2006,5.176,6.855
12/1/2006,5.2075,6.77
12/4/2006,5.18,6.5925
12/5/2006,5.1725,6.6425
12/6/2006,4.955,6.5425
12/7/2006,4.9575,6.62
12/8/2006,4.8575,6.56
12/11/2006,4.9,6.6675
12/12/2006,4.82,6.63
12/13/2006,4.885,6.61
12/14/2006,4.915,6.6275
12/15/2006,4.9425,6.575
12/18/2006,4.875,6.48
12/19/2006,4.92,6.535
12/20/2006,4.9375,6.4825
12/21/2006,5.0325,6.5025
12/22/2006,5.14,6.595
12/26/2006,5.1675,6.745
12/27/2006,5.07,6.758
12/28/2006,5.0425,6.846
12/29/2006,5.01,6.945
1/2/2007,5.01,6.9725
1/3/2007,4.765,6.82
1/4/2007,4.675,6.755
1/5/2007,4.7025,6.815
